query_id	n_targets	n_intact	n_trimmed	n_skipped	frac_intact	mean_inframe_coverage	gene_name	pfam_id	n_exons_spanned	n_cds_exons	is_single_exon_domain	domain_length_aa	clan	clan_name
PFAM0053706	26	26	0	0	1.0	1.0	LHFPL2	PF10242	2.0	2.0	False	195.0	CL0375	Transporter
PFAM0053707	1	1	0	0	1.0	0.823	TUBB2A	PF00091	4.0	4.0	False	209.0	CL0063	NADP_Rossmann
PFAM0053708	1	1	0	0	1.0	1.0	TUBB2A	PF03953	1.0	4.0	True	122.0	CL0442	Tubulin_C
PFAM0053728	10	6	3	1	0.6	0.7690699999999999	TBCA	PF02970	4.0	4.0	False	97.0	CL0743	Spectrin
PFAM0053730	10	8	1	1	0.8	0.8653700000000001	BPHL	PF00561	4.0	7.0	False	129.0	CL0028	AB_hydrolase
PFAM0053737	2	2	0	0	1.0	1.0	MMP26	PF00413	5.0	6.0	False	156.0	CL0126	Peptidase_MA
PFAM0053738	25	15	4	6	0.6	0.7667839999999999	RPS6	PF01092	4.0	6.0	False	126.0	PF01092	
PFAM0053747	1	1	0	0	1.0	1.0	ZNF768	PF05001	1.0	2.0	True	13.0	PF05001	
PFAM0053748	1	1	0	0	1.0	1.0	ZNF768	PF05001	1.0	2.0	True	13.0	PF05001	
PFAM0053749	1	1	0	0	1.0	1.0	ZNF768	PF05001	1.0	2.0	True	12.0	PF05001	
PFAM0053750	1	1	0	0	1.0	1.0	ZNF768	PF05001	1.0	2.0	True	13.0	PF05001	
PFAM0053751	1	1	0	0	1.0	1.0	ZNF768	PF00096	1.0	2.0	True	21.0	CL0361	C2H2-zf
PFAM0053752	1	1	0	0	1.0	1.0	ZNF768	PF00096	1.0	2.0	True	23.0	CL0361	C2H2-zf
PFAM0053753	1	1	0	0	1.0	1.0	ZNF768	PF00096	1.0	2.0	True	23.0	CL0361	C2H2-zf
PFAM0053754	1	1	0	0	1.0	1.0	ZNF768	PF00096	1.0	2.0	True	23.0	CL0361	C2H2-zf
PFAM0053755	1	1	0	0	1.0	1.0	ZNF768	PF00096	1.0	2.0	True	23.0	CL0361	C2H2-zf
PFAM0053756	1	1	0	0	1.0	1.0	ZNF768	PF00096	1.0	2.0	True	23.0	CL0361	C2H2-zf
PFAM0053757	1	1	0	0	1.0	1.0	ZNF768	PF00096	1.0	2.0	True	23.0	CL0361	C2H2-zf
PFAM0053758	1	1	0	0	1.0	1.0	ZNF768	PF00096	1.0	2.0	True	23.0	CL0361	C2H2-zf
PFAM0053759	1	1	0	0	1.0	1.0	ZNF768	PF00096	1.0	2.0	True	23.0	CL0361	C2H2-zf
PFAM0053760	1	1	0	0	1.0	1.0	ZNF768	PF00096	1.0	2.0	True	23.0	CL0361	C2H2-zf
PFAM0053761	1	1	0	0	1.0	0.8249	TUBAL3	PF00091	3.0	4.0	False	217.0	CL0063	NADP_Rossmann
PFAM0053762	1	1	0	0	1.0	1.0	TUBAL3	PF03953	1.0	4.0	True	130.0	CL0442	Tubulin_C
PFAM0053763	20	15	3	2	0.75	0.899995	PIR	PF02678	4.0	9.0	False	97.0	CL0029	Cupin
PFAM0053764	20	20	0	0	1.0	0.97897	PIR	PF05726	5.0	9.0	False	107.0	CL0029	Cupin
PFAM0053770	17	11	5	1	0.6470588235294118	0.8224411764705882	VPS16	PF04841	13.0	24.0	False	417.0	CL0186	Beta_propeller
PFAM0053771	17	15	0	2	0.8823529411764706	0.8728823529411764	VPS16	PF04840	9.0	24.0	False	319.0	CL0020	TPR
PFAM0053773	22	13	7	2	0.5909090909090909	0.8193454545454546	SHBG	PF00054	3.0	8.0	False	130.0	CL0004	Concanavalin
PFAM0053774	7	2	0	5	0.2857142857142857	0.33968571428571426	PIGA	PF08288	1.0	5.0	True	90.0	CL0113	GT-B
PFAM0053775	7	2	1	4	0.2857142857142857	0.47054285714285715	PIGA	PF00534	4.0	5.0	False	143.0	CL0113	GT-B
PFAM0053777	89	71	15	3	0.797752808988764	0.880543820224719	NQO2	PF02525	5.0	6.0	False	209.0	CL0042	Flavoprotein
PFAM0053778	14	12	2	0	0.8571428571428571	0.9615571428571429	RGL3	PF00618	3.0	19.0	False	96.0	CL0542	RAS_GEF_N
PFAM0053779	14	11	1	2	0.7857142857142857	0.8182785714285714	RGL3	PF00617	7.0	19.0	False	204.0	PF00617	
PFAM0053780	14	12	0	2	0.8571428571428571	0.8437	RGL3	PF00788	3.0	19.0	False	85.0	CL0072	Ubiquitin
PFAM0053797	3	0	1	2	0.0	0.41500000000000004	C2CD2	PF18696	5.0	14.0	False	151.0	CL0648	Aha1_BPI
PFAM0053798	3	2	0	1	0.6666666666666666	0.6666666666666666	C2CD2	PF00168	4.0	14.0	False	87.0	CL0154	C2
PFAM0053799	10	6	3	1	0.6	0.80334	ASB9	PF12796	3.0	7.0	False	90.0	CL0465	Ank
PFAM0053800	10	6	1	3	0.6	0.67825	ASB9	PF12796	3.0	7.0	False	92.0	CL0465	Ank
PFAM0053801	10	6	0	4	0.6	0.6	ASB9	PF07525	2.0	7.0	False	39.0	CL0642	SOCS_box
PFAM0053802	11	3	3	5	0.2727272727272727	0.5949181818181818	ABRAXAS1	PF21125	6.0	9.0	False	163.0	CL0109	CDA
PFAM0053803	3	2	1	0	0.6666666666666666	0.8546999999999999	ALOX5AP	PF01124	5.0	5.0	False	117.0	PF01124	
PFAM0053804	6	3	0	3	0.5	0.5717	MOSPD2	PF00650	5.0	15.0	False	141.0	CL0512	CRAL_TRIO
PFAM0053805	6	4	0	2	0.6666666666666666	0.7249166666666667	MOSPD2	PF00635	4.0	15.0	False	103.0	CL0159	E-set
PFAM0053807	5	2	1	2	0.4	0.60712	TLCD3B	PF03798	5.0	5.0	False	215.0	PF03798	
PFAM0053810	6	4	0	2	0.6666666666666666	0.7382166666666666	HAUS6	PF14661	8.0	17.0	False	226.0	PF14661	
PFAM0053811	25	22	0	3	0.88	0.876572	SLTM	PF02037	2.0	21.0	False	35.0	CL0306	HeH
PFAM0053812	25	14	2	9	0.56	0.641144	SLTM	PF00076	2.0	21.0	False	70.0	CL0221	RRM
PFAM0053813	2	1	0	1	0.5	0.5	COL2A1	PF00093	1.0	54.0	True	56.0	CL0451	FnI-like
PFAM0053814	2	2	0	0	1.0	1.0	COL2A1	PF01391	3.0	54.0	False	58.0	PF01391	
PFAM0053815	2	2	0	0	1.0	1.0	COL2A1	PF01391	5.0	54.0	False	59.0	PF01391	
PFAM0053816	2	2	0	0	1.0	1.0	COL2A1	PF01391	4.0	54.0	False	56.0	PF01391	
PFAM0053817	2	2	0	0	1.0	1.0	COL2A1	PF01391	4.0	54.0	False	59.0	PF01391	
PFAM0053818	2	2	0	0	1.0	1.0	COL2A1	PF01391	2.0	54.0	False	59.0	PF01391	
PFAM0053819	2	2	0	0	1.0	1.0	COL2A1	PF01391	3.0	54.0	False	59.0	PF01391	
PFAM0053820	2	2	0	0	1.0	1.0	COL2A1	PF01391	3.0	54.0	False	59.0	PF01391	
PFAM0053821	2	2	0	0	1.0	1.0	COL2A1	PF01410	4.0	54.0	False	235.0	CL0422	Fibrinogen_C
PFAM0053826	14	12	0	2	0.8571428571428571	0.8834571428571428	CARS1	PF01406	11.0	23.0	False	409.0	CL0039	HUP
PFAM0053832	3	2	0	1	0.6666666666666666	0.6263666666666666	SAXO1	PF05217	4.0	4.0	False	474.0	PF05217	
PFAM0053835	87	80	0	7	0.9195402298850575	0.9314781609195403	SERPINB6	PF00079	6.0	6.0	False	371.0	PF00079	
PFAM0053836	71	61	0	10	0.8591549295774648	0.8909042253521127	NAP1L4	PF00956	8.0	14.0	False	274.0	PF00956	
PFAM0053844	9	7	0	2	0.7777777777777778	0.7777777777777778	ADAMTSL1	PF00090	3.0	29.0	False	44.0	CL0692	TSP1
PFAM0053845	9	6	1	2	0.6666666666666666	0.7416333333333333	ADAMTSL1	PF19236	2.0	29.0	False	83.0	CL0750	ADAM_CR_sf
PFAM0053846	9	5	0	4	0.5555555555555556	0.5691444444444445	ADAMTSL1	PF05986	4.0	29.0	False	109.0	PF05986	
PFAM0053847	9	5	0	4	0.5555555555555556	0.5555555555555556	ADAMTSL1	PF19030	2.0	29.0	False	59.0	CL0692	TSP1
PFAM0053848	9	5	0	4	0.5555555555555556	0.5555555555555556	ADAMTSL1	PF19030	1.0	29.0	True	58.0	CL0692	TSP1
PFAM0053849	9	4	0	5	0.4444444444444444	0.46296666666666664	ADAMTSL1	PF19030	2.0	29.0	False	48.0	CL0692	TSP1
PFAM0053850	9	2	0	7	0.2222222222222222	0.2222222222222222	ADAMTSL1	PF19030	1.0	29.0	True	55.0	CL0692	TSP1
PFAM0053851	9	2	0	7	0.2222222222222222	0.2222222222222222	ADAMTSL1	PF19030	2.0	29.0	False	56.0	CL0692	TSP1
PFAM0053852	9	2	0	7	0.2222222222222222	0.2222222222222222	ADAMTSL1	PF19030	1.0	29.0	True	59.0	CL0692	TSP1
PFAM0053853	9	2	0	7	0.2222222222222222	0.2222222222222222	ADAMTSL1	PF19030	2.0	29.0	False	57.0	CL0692	TSP1
PFAM0053854	9	2	0	7	0.2222222222222222	0.2222222222222222	ADAMTSL1	PF19030	2.0	29.0	False	58.0	CL0692	TSP1
PFAM0053855	9	2	0	7	0.2222222222222222	0.2222222222222222	ADAMTSL1	PF13927	1.0	29.0	True	57.0	CL0159	E-set
PFAM0053856	9	2	0	7	0.2222222222222222	0.2222222222222222	ADAMTSL1	PF24484	1.0	29.0	True	40.0	PF24484	
PFAM0053857	9	2	0	7	0.2222222222222222	0.2222222222222222	ADAMTSL1	PF07679	2.0	29.0	False	70.0	CL0159	E-set
PFAM0053858	9	2	1	6	0.2222222222222222	0.29173333333333334	ADAMTSL1	PF13927	2.0	29.0	False	73.0	CL0159	E-set
PFAM0053859	9	4	0	5	0.4444444444444444	0.4444444444444444	ADAMTSL1	PF07679	2.0	29.0	False	82.0	CL0159	E-set
PFAM0053860	9	3	0	6	0.3333333333333333	0.3333333333333333	ADAMTSL1	PF19030	1.0	29.0	True	59.0	CL0692	TSP1
PFAM0053861	9	3	0	6	0.3333333333333333	0.3333333333333333	ADAMTSL1	PF19030	3.0	29.0	False	57.0	CL0692	TSP1
PFAM0053862	9	3	0	6	0.3333333333333333	0.3333333333333333	ADAMTSL1	PF19030	1.0	29.0	True	56.0	CL0692	TSP1
PFAM0053863	9	3	0	6	0.3333333333333333	0.3333333333333333	ADAMTSL1	PF08686	1.0	29.0	True	30.0	PF08686	
PFAM0053865	7	5	2	0	0.7142857142857143	0.8573000000000001	AKR1C3	PF00248	8.0	9.0	False	282.0	CL0036	TIM_barrel
PFAM0053875	6	6	0	0	1.0	0.9814166666666666	ADRA1A	PF00001	2.0	2.0	False	284.0	CL0192	GPCR_A
PFAM0053877	12	10	2	0	0.8333333333333334	0.9631	TRAPPC2	PF04628	4.0	4.0	False	128.0	CL0431	PF
PFAM0053879	1	1	0	0	1.0	1.0	TMEM239	PF15841	1.0	1.0	True	149.0	PF15841	
PFAM0053883	5	2	2	1	0.4	0.64562	BTF3	PF01849	2.0	6.0	False	57.0	PF01849	
PFAM0053885	14	14	0	0	1.0	1.0	ZBTB4	PF00651	1.0	2.0	True	41.0	CL0033	POZ
PFAM0053886	14	14	0	0	1.0	1.0	ZBTB4	PF00096	1.0	2.0	True	23.0	CL0361	C2H2-zf
PFAM0053893	6	5	1	0	0.8333333333333334	0.9365166666666666	CPXM1	PF00754	4.0	14.0	False	140.0	CL0202	GBD
PFAM0053894	6	4	2	0	0.6666666666666666	0.8941166666666667	CPXM1	PF00246	6.0	14.0	False	308.0	CL0865	ZnExoPePases
PFAM0053895	6	6	0	0	1.0	1.0	CPXM1	PF13620	2.0	14.0	False	64.0	CL0287	Transthyretin
PFAM0053896	4	2	2	0	0.5	0.800825	SH3GL2	PF03114	7.0	9.0	False	236.0	CL0145	Golgi-transport
PFAM0053897	4	4	0	0	1.0	1.0	SH3GL2	PF07653	1.0	9.0	True	52.0	CL0010	SH3
PFAM0053899	12	12	0	0	1.0	1.0	KATNAL1	PF21126	2.0	10.0	False	64.0	CL0745	MIT
PFAM0053900	12	10	0	2	0.8333333333333334	0.8333333333333334	KATNAL1	PF00004	3.0	10.0	False	137.0	CL0023	P-loop_NTPase
PFAM0053901	12	10	0	2	0.8333333333333334	0.8333333333333334	KATNAL1	PF17862	2.0	10.0	False	43.0	CL0671	AAA_lid
PFAM0053902	12	10	0	2	0.8333333333333334	0.8333333333333334	KATNAL1	PF09336	1.0	10.0	True	40.0	CL0671	AAA_lid
PFAM0053913	3	1	0	2	0.3333333333333333	0.3333333333333333	FAM9C	PF04803	3.0	6.0	False	82.0	PF04803	
PFAM0053914	6	6	0	0	1.0	0.9613666666666667	BNIP3L	PF06553	6.0	6.0	False	187.0	PF06553	
PFAM0053921	6	2	0	4	0.3333333333333333	0.49121666666666663	PTCD2	PF10037	7.0	10.0	False	177.0	CL0020	TPR
PFAM0053925	26	21	3	2	0.8076923076923077	0.9211846153846154	HADHA	PF00378	5.0	20.0	False	176.0	CL0127	ClpP_crotonase
PFAM0053926	26	24	1	1	0.9230769230769231	0.9488653846153846	HADHA	PF02737	5.0	20.0	False	178.0	CL0063	NADP_Rossmann
PFAM0053927	26	24	1	1	0.9230769230769231	0.9572653846153846	HADHA	PF00725	3.0	20.0	False	96.0	CL0106	6PGD_C
PFAM0053928	26	26	0	0	1.0	1.0	HADHA	PF00725	2.0	20.0	False	80.0	CL0106	6PGD_C
PFAM0053938	22	16	2	4	0.7272727272727273	0.8181818181818182	TTC8	PF13181	2.0	15.0	False	31.0	CL0020	TPR
PFAM0053939	22	18	0	4	0.8181818181818182	0.7735090909090908	TTC8	PF13432	3.0	15.0	False	57.0	CL0020	TPR
PFAM0053957	6	5	0	1	0.8333333333333334	0.8760666666666667	PRPS2	PF13793	3.0	7.0	False	117.0	CL0533	PRTase-like
PFAM0053958	6	2	2	2	0.3333333333333333	0.5685666666666667	PRPS2	PF14572	3.0	7.0	False	111.0	CL0533	PRTase-like
PFAM0053960	20	10	0	10	0.5	0.5	BNC2	PF12874	1.0	7.0	True	20.0	CL0361	C2H2-zf
PFAM0053961	20	8	0	12	0.4	0.4	BNC2	PF00096	1.0	7.0	True	23.0	CL0361	C2H2-zf
PFAM0053968	7	5	2	0	0.7142857142857143	0.8994857142857143	SERPINB9	PF00079	6.0	6.0	False	370.0	PF00079	
PFAM0053969	8	6	1	1	0.75	0.858125	PDE4A	PF18100	6.0	15.0	False	116.0	PF18100	
PFAM0053970	8	7	0	1	0.875	0.9284749999999999	PDE4A	PF00233	6.0	15.0	False	240.0	CL0237	HD_PDEase
PFAM0053971	14	13	0	1	0.9285714285714286	0.9310357142857143	SMN1	PF20636	3.0	8.0	False	29.0	PF20636	
PFAM0053972	14	10	0	4	0.7142857142857143	0.7526428571428571	SMN1	PF06003	2.0	8.0	False	54.0	CL0010	SH3
PFAM0053973	14	10	3	1	0.7142857142857143	0.8845285714285714	SMN1	PF20635	3.0	8.0	False	60.0	PF20635	
PFAM0053977	2	2	0	0	1.0	0.95905	AMELX	PF02948	4.0	5.0	False	171.0	PF02948	
PFAM0053983	16	11	2	3	0.6875	0.7578875	GPS2	PF15991	9.0	10.0	False	288.0	PF15991	
PFAM0053984	21	15	2	4	0.7142857142857143	0.7676095238095239	GTF2H2C	PF04056	8.0	15.0	False	192.0	CL0128	vWA-like
PFAM0053985	21	18	0	3	0.8571428571428571	0.8571428571428571	GTF2H2C	PF07975	2.0	15.0	False	41.0	CL0229	RING
PFAM0053986	21	19	1	1	0.9047619047619048	0.9285666666666667	PSIP1	PF00855	3.0	15.0	False	80.0	CL0010	SH3
PFAM0053987	21	17	0	4	0.8095238095238095	0.7944380952380952	PSIP1	PF11467	3.0	15.0	False	101.0	PF11467	
PFAM0053991	13	13	0	0	1.0	0.9853538461538461	SERPINB1	PF00079	6.0	6.0	False	373.0	PF00079	
PFAM0053998	9	8	0	1	0.8888888888888888	0.9080444444444444	SMN2	PF20636	3.0	8.0	False	29.0	PF20636	
PFAM0053999	9	6	0	3	0.6666666666666666	0.6728333333333334	SMN2	PF06003	2.0	8.0	False	54.0	CL0010	SH3
PFAM0054000	9	7	2	0	0.7777777777777778	0.9148222222222222	SMN2	PF20635	3.0	8.0	False	60.0	PF20635	
PFAM0054008	12	11	1	0	0.9166666666666666	0.9432583333333334	HMGN1	PF01101	6.0	6.0	False	94.0	PF01101	
PFAM0054009	4	3	1	0	0.75	0.9054	SERF1B	PF04419	2.0	3.0	False	37.0	PF04419	
PFAM0054011	9	8	0	1	0.8888888888888888	0.9136444444444444	SLC7A1	PF13520	8.0	11.0	False	407.0	CL0062	APC
PFAM0054012	9	8	0	1	0.8888888888888888	0.8888888888888888	SLC7A1	PF13906	3.0	11.0	False	51.0	CL0062	APC
PFAM0054013	8	5	2	1	0.625	0.7835375	AKR1C2	PF00248	8.0	9.0	False	282.0	CL0036	TIM_barrel
PFAM0054014	9	9	0	0	1.0	0.9611666666666666	HCCS	PF01265	6.0	6.0	False	249.0	PF01265	
PFAM0054021	3	3	0	0	1.0	0.9861	ICAM4	PF03921	2.0	3.0	False	88.0	CL0159	E-set
PFAM0054026	6	4	0	2	0.6666666666666666	0.6666666666666666	WRNIP1	PF18279	1.0	7.0	True	21.0	CL0361	C2H2-zf
PFAM0054027	6	3	1	2	0.5	0.6706	WRNIP1	PF00004	3.0	7.0	False	113.0	CL0023	P-loop_NTPase
PFAM0054028	6	6	0	0	1.0	0.9709833333333333	WRNIP1	PF16193	2.0	7.0	False	90.0	CL0671	AAA_lid
PFAM0054029	6	5	1	0	0.8333333333333334	0.9599000000000001	WRNIP1	PF12002	3.0	7.0	False	151.0	CL0604	post-AAA
PFAM0054080	8	8	0	0	1.0	0.9525625	GMDS	PF16363	11.0	11.0	False	332.0	CL0063	NADP_Rossmann
PFAM0054081	35	26	0	9	0.7428571428571429	0.7414285714285714	SBF1	PF03456	2.0	41.0	False	60.0	CL0431	PF
PFAM0054082	35	26	0	9	0.7428571428571429	0.7438	SBF1	PF02141	6.0	41.0	False	181.0	CL0330	AVL9
PFAM0054083	35	25	0	10	0.7142857142857143	0.7203057142857142	SBF1	PF12335	6.0	41.0	False	223.0	PF12335	
PFAM0054084	35	26	0	9	0.7428571428571429	0.74488	SBF1	PF02893	3.0	41.0	False	127.0	CL0266	PH
PFAM0054085	35	25	0	10	0.7142857142857143	0.7178428571428572	SBF1	PF06602	9.0	41.0	False	430.0	CL0031	Phosphatase
PFAM0054086	35	27	1	7	0.7714285714285715	0.79604	SBF1	PF00169	3.0	41.0	False	101.0	CL0266	PH
PFAM0054088	7	2	4	1	0.2857142857142857	0.6522	SNAPC3	PF12251	5.0	9.0	False	204.0	PF12251	
PFAM0054089	4	2	1	1	0.5	0.714175	AK6	PF13238	5.0	5.0	False	121.0	CL0023	P-loop_NTPase
PFAM0054094	12	8	3	1	0.6666666666666666	0.8191999999999999	CLCN4	PF00654	6.0	11.0	False	401.0	PF00654	
PFAM0054095	12	11	0	1	0.9166666666666666	0.9166666666666666	CLCN4	PF00571	2.0	11.0	False	45.0	PF00571	
PFAM0054096	12	11	0	1	0.9166666666666666	0.9166666666666666	CLCN4	PF00571	2.0	11.0	False	48.0	PF00571	
PFAM0054097	7	7	0	0	1.0	1.0	CENPO	PF09496	2.0	6.0	False	72.0	CL0724	Kinetochore
PFAM0054098	1	1	0	0	1.0	1.0	NOXRED1	PF03807	2.0	6.0	False	93.0	CL0063	NADP_Rossmann
PFAM0054105	12	2	9	1	0.16666666666666666	0.700825	POMP	PF05348	5.0	6.0	False	113.0	PF05348	
PFAM0054106	6	6	0	0	1.0	0.9427333333333333	IDH3B	PF00180	10.0	12.0	False	326.0	CL0270	Iso_DH
PFAM0054107	7	3	0	4	0.42857142857142855	0.6090571428571429	PARM1	PF17061	4.0	4.0	False	296.0	PF17061	
PFAM0054116	1	1	0	0	1.0	1.0	NKX3-1	PF00046	1.0	2.0	True	57.0	CL0123	HTH
PFAM0054117	8	4	3	1	0.5	0.675525	AKR1C1	PF00248	8.0	9.0	False	282.0	CL0036	TIM_barrel
PFAM0054118	7	5	0	2	0.7142857142857143	0.7497857142857143	EIF3CL	PF05470	15.0	20.0	False	676.0	CL0020	TPR
PFAM0054119	7	6	0	1	0.8571428571428571	0.8571428571428571	EIF3CL	PF01399	4.0	20.0	False	72.0	CL0123	HTH
PFAM0054120	37	34	0	3	0.918918918918919	0.9195081081081081	GABPB1	PF12796	3.0	8.0	False	92.0	CL0465	Ank
PFAM0054121	37	30	0	7	0.8108108108108109	0.8108108108108109	GABPB1	PF00023	1.0	8.0	True	29.0	CL0465	Ank
PFAM0054122	2	1	0	1	0.5	0.5	FREM1	PF19309	4.0	36.0	False	234.0	PF19309	
PFAM0054123	2	1	0	1	0.5	0.5	FREM1	PF16184	2.0	36.0	False	81.0	CL0159	E-set
PFAM0054124	2	1	0	1	0.5	0.5	FREM1	PF16184	3.0	36.0	False	101.0	CL0159	E-set
PFAM0054125	2	1	0	1	0.5	0.5	FREM1	PF16184	2.0	36.0	False	99.0	CL0159	E-set
PFAM0054126	2	1	0	1	0.5	0.5	FREM1	PF16184	3.0	36.0	False	102.0	CL0159	E-set
PFAM0054127	2	1	0	1	0.5	0.5	FREM1	PF16184	2.0	36.0	False	88.0	CL0159	E-set
PFAM0054128	2	1	0	1	0.5	0.5	FREM1	PF16184	3.0	36.0	False	116.0	CL0159	E-set
PFAM0054129	2	1	0	1	0.5	0.5	FREM1	PF16184	3.0	36.0	False	108.0	CL0159	E-set
PFAM0054130	2	1	0	1	0.5	0.5	FREM1	PF16184	3.0	36.0	False	112.0	CL0159	E-set
PFAM0054131	2	1	0	1	0.5	0.5858	FREM1	PF16184	2.0	36.0	False	101.0	CL0159	E-set
PFAM0054132	2	2	0	0	1.0	1.0	FREM1	PF16184	1.0	36.0	True	99.0	CL0159	E-set
PFAM0054133	2	2	0	0	1.0	1.0	FREM1	PF16184	2.0	36.0	False	77.0	CL0159	E-set
PFAM0054134	2	2	0	0	1.0	1.0	FREM1	PF03160	3.0	36.0	False	107.0	CL0159	E-set
PFAM0054135	2	2	0	0	1.0	1.0	FREM1	PF00059	3.0	36.0	False	105.0	CL0056	C_Lectin
PFAM0054149	32	32	0	0	1.0	0.95924375	TRABD	PF01963	6.0	9.0	False	240.0	CL0572	TIKI
PFAM0054151	2	0	0	2	0.0	0.0	SHROOM2	PF00595	2.0	10.0	False	77.0	CL0466	PDZ-like
PFAM0054152	2	0	0	2	0.0	0.0	SHROOM2	PF08688	1.0	10.0	True	167.0	PF08688	
PFAM0054153	2	1	1	0	0.5	0.88	SHROOM2	PF08687	4.0	10.0	False	293.0	PF08687	
PFAM0054154	33	32	0	1	0.9696969696969697	0.968039393939394	ZDHHC21	PF01529	4.0	7.0	False	128.0	PF01529	
PFAM0054172	30	26	0	4	0.8666666666666667	0.8546966666666667	NFIB	PF10524	2.0	11.0	False	39.0	PF10524	
PFAM0054173	30	23	0	7	0.7666666666666667	0.8091466666666667	NFIB	PF03165	1.0	11.0	True	102.0	CL0263	His-Me_finger
PFAM0054174	30	11	12	7	0.36666666666666664	0.6991466666666667	NFIB	PF00859	7.0	11.0	False	281.0	PF00859	
PFAM0054175	5	4	0	1	0.8	0.8	IRF4	PF00605	2.0	8.0	False	106.0	CL0123	HTH
PFAM0054176	5	3	1	1	0.6	0.73882	IRF4	PF10401	4.0	8.0	False	170.0	CL0357	SMAD-FHA
PFAM0054177	2	2	0	0	1.0	1.0	PAN3	PF18101	4.0	19.0	False	138.0	PF18101	
PFAM0054192	5	4	1	0	0.8	0.892	NLN	PF01432	8.0	13.0	False	450.0	CL0126	Peptidase_MA
PFAM0054193	2	1	1	0	0.5	0.7011	FKBP1B	PF00254	3.0	4.0	False	92.0	CL0487	FKBP
PFAM0054194	9	6	3	0	0.6666666666666666	0.8848666666666667	DUT	PF00692	6.0	7.0	False	129.0	CL0153	dUTPase
PFAM0054201	9	7	0	2	0.7777777777777778	0.7777777777777778	SLC12A1	PF08403	2.0	26.0	False	68.0	PF08403	
PFAM0054202	9	6	0	3	0.6666666666666666	0.7248555555555556	SLC12A1	PF00324	15.0	26.0	False	504.0	CL0062	APC
PFAM0054203	9	5	0	4	0.5555555555555556	0.5946	SLC12A1	PF03522	11.0	26.0	False	406.0	PF03522	
PFAM0054212	7	6	0	1	0.8571428571428571	0.8501714285714286	RUFY3	PF02759	4.0	18.0	False	123.0	PF02759	
PFAM0054213	6	6	0	0	1.0	1.0	SGTB	PF16546	2.0	10.0	False	59.0	PF16546	
PFAM0054214	6	6	0	0	1.0	0.9669333333333333	SGTB	PF13414	3.0	10.0	False	42.0	CL0020	TPR
PFAM0054215	6	5	1	0	0.8333333333333334	0.9663333333333334	SGTB	PF00515	2.0	10.0	False	33.0	CL0020	TPR
PFAM0054222	2	2	0	0	1.0	1.0	CDX2	PF04731	1.0	3.0	True	164.0	PF04731	
PFAM0054223	2	2	0	0	1.0	1.0	CDX2	PF00046	2.0	3.0	False	56.0	CL0123	HTH
PFAM0054232	17	16	1	0	0.9411764705882353	0.9544058823529413	PNPLA4	PF01734	5.0	6.0	False	169.0	CL0323	Patatin
PFAM0054247	17	13	2	2	0.7647058823529411	0.8827470588235294	CWC27	PF00160	5.0	14.0	False	151.0	CL0475	Cyclophil-like
PFAM0054251	6	3	3	0	0.5	0.8342499999999999	PUDP	PF13419	4.0	4.0	False	184.0	CL0137	HAD
PFAM0054255	2	2	0	0	1.0	1.0	VCX3A	PF15231	2.0	2.0	False	119.0	PF15231	
PFAM0054259	13	11	0	2	0.8461538461538461	0.8548384615384615	NLGN4X	PF00135	5.0	5.0	False	546.0	CL0028	AB_hydrolase
PFAM0054264	59	59	0	0	1.0	1.0	MTIF3	PF05198	1.0	3.0	True	67.0	PF05198	
PFAM0054267	21	13	2	6	0.6190476190476191	0.7359761904761906	PFKP	PF00365	10.0	22.0	False	306.0	CL0240	PFK
PFAM0054268	21	16	0	5	0.7619047619047619	0.7494714285714286	PFKP	PF00365	8.0	22.0	False	286.0	CL0240	PFK
PFAM0054269	6	6	0	0	1.0	0.9446	ARSF	PF00884	7.0	10.0	False	385.0	CL0088	Alk_phosphatase
PFAM0054270	6	6	0	0	1.0	1.0	ARSF	PF14707	2.0	10.0	False	135.0	CL0088	Alk_phosphatase
PFAM0054271	9	6	2	1	0.6666666666666666	0.7513222222222223	AIPL1	PF23322	3.0	6.0	False	126.0	CL0487	FKBP
PFAM0054275	27	21	3	3	0.7777777777777778	0.8417037037037036	ARSL	PF00884	7.0	10.0	False	386.0	CL0088	Alk_phosphatase
PFAM0054276	27	24	0	3	0.8888888888888888	0.8822148148148149	ARSL	PF14707	2.0	10.0	False	135.0	CL0088	Alk_phosphatase
PFAM0054288	7	7	0	0	1.0	1.0	C11orf21	PF15399	2.0	3.0	False	113.0	PF15399	
PFAM0054289	4	1	2	1	0.25	0.52825	ARSD	PF00884	7.0	10.0	False	386.0	CL0088	Alk_phosphatase
PFAM0054290	4	3	1	0	0.75	0.922225	ARSD	PF14707	2.0	10.0	False	135.0	CL0088	Alk_phosphatase
PFAM0054292	5	5	0	0	1.0	1.0	NPC1L1	PF16414	1.0	19.0	True	252.0	CL0644	Fz
PFAM0054293	5	5	0	0	1.0	1.0	NPC1L1	PF22314	4.0	19.0	False	226.0	CL0322	RND_permease
PFAM0054294	5	3	1	1	0.6	0.7961	NPC1L1	PF12349	5.0	19.0	False	154.0	CL0322	RND_permease
PFAM0054311	31	20	7	4	0.6451612903225806	0.7878387096774194	CD99	PF12301	8.0	10.0	False	138.0	PF12301	
PFAM0054312	9	7	1	1	0.7777777777777778	0.8389444444444444	NOP56	PF08156	3.0	12.0	False	66.0	CL0759	Nop_N_sf
